"variable","dimension","split","value","measure","questiontext","split_n","dim_id","eng_score_component"
"b52","Country usually work in","Northern Ireland",0.43,"B52","I feel a strong personal attachment to [my organisation]",1476,"H01",FALSE
"b52","Country usually work in","Overseas",0.59,"B52","I feel a strong personal attachment to [my organisation]",12861,"H01",FALSE
"b52","Region of England usually work in","East Midlands",0.42,"B52","I feel a strong personal attachment to [my organisation]",12102,"H1A",FALSE
"b52","Region of England usually work in","East of England",0.43,"B52","I feel a strong personal attachment to [my organisation]",11063,"H1A",FALSE
"b52","Region of England usually work in","London",0.45,"B52","I feel a strong personal attachment to [my organisation]",51504,"H1A",FALSE
"b52","Region of England usually work in","North East England",0.37,"B52","I feel a strong personal attachment to [my organisation]",18532,"H1A",FALSE
"b52","Region of England usually work in","North West England",0.41,"B52","I feel a strong personal attachment to [my organisation]",28406,"H1A",FALSE
"b52","Region of England usually work in","South East England",0.42,"B52","I feel a strong personal attachment to [my organisation]",25591,"H1A",FALSE
"b52","Region of England usually work in","South West England",0.47,"B52","I feel a strong personal attachment to [my organisation]",27808,"H1A",FALSE
"b52","Region of England usually work in","West Midlands",0.4,"B52","I feel a strong personal attachment to [my organisation]",15854,"H1A",FALSE
"b52","Region of England usually work in","Yorkshire and the Humber",0.4,"B52","I feel a strong personal attachment to [my organisation]",17330,"H1A",FALSE
"b52","Time in current job","Less than 1 year",0.47,"B52","I feel a strong personal attachment to [my organisation]",58890,"H02",FALSE
"b52","Time in current job","1 year but less than 3 years",0.46,"B52","I feel a strong personal attachment to [my organisation]",61428,"H02",FALSE
"b52","Time in current job","3 years but less than 5 years",0.43,"B52","I feel a strong personal attachment to [my organisation]",38332,"H02",FALSE
"b52","Time in current job","5 years but less than 10 years",0.41,"B52","I feel a strong personal attachment to [my organisation]",53962,"H02",FALSE
"b52","Time in current job","10 years or more",0.41,"B52","I feel a strong personal attachment to [my organisation]",53584,"H02",FALSE
"b52","Time in organisation (or predecessor)","Less than 1 year",0.43,"B52","I feel a strong personal attachment to [my organisation]",16436,"H03",FALSE
"b52","Time in organisation (or predecessor)","1 year but less than 3 years",0.41,"B52","I feel a strong personal attachment to [my organisation]",17550,"H03",FALSE
"b52","Time in organisation (or predecessor)","3 years but less than 5 years",0.4,"B52","I feel a strong personal attachment to [my organisation]",20460,"H03",FALSE
"b52","Time in organisation (or predecessor)","5 years but less than 10 years",0.4,"B52","I feel a strong personal attachment to [my organisation]",48419,"H03",FALSE
"b52","Time in organisation (or predecessor)","10 years or more",0.46,"B52","I feel a strong personal attachment to [my organisation]",147675,"H03",FALSE
"b52","Time in Civil Service","Less than 1 year",0.44,"B52","I feel a strong personal attachment to [my organisation]",14876,"H04",FALSE
"b52","Time in Civil Service","1 year but less than 3 years",0.43,"B52","I feel a strong personal attachment to [my organisation]",12249,"H04",FALSE
"b52","Time in Civil Service","3 years but less than 5 years",0.41,"B52","I feel a strong personal attachment to [my organisation]",17299,"H04",FALSE
"b52","Time in Civil Service","5 years but less than 10 years",0.41,"B52","I feel a strong personal attachment to [my organisation]",44849,"H04",FALSE
"b52","Time in Civil Service","10 years or more",0.44,"B52","I feel a strong personal attachment to [my organisation]",154217,"H04",FALSE
"b52","Manager status","Non-manager",0.39,"B52","I feel a strong personal attachment to [my organisation]",185009,"H05",FALSE
"b52","Manager status","Manager",0.54,"B52","I feel a strong personal attachment to [my organisation]",81009,"H05",FALSE
"b52","Working pattern","Full-time",0.44,"B52","I feel a strong personal attachment to [my organisation]",216469,"H06",FALSE
"b52","Working pattern","Part-time",0.4,"B52","I feel a strong personal attachment to [my organisation]",50954,"H06",FALSE
"b52","Working pattern","Job-share",0.49,"B52","I feel a strong personal attachment to [my organisation]",821,"H06",FALSE
"b52","Employment status","Permanent contract",0.44,"B52","I feel a strong personal attachment to [my organisation]",251751,"H07",FALSE
"b52","Employment status","Fixed term contract",0.46,"B52","I feel a strong personal attachment to [my organisation]",9840,"H07",FALSE
"b52","Employment status","Loaned from other CS organisation",0.38,"B52","I feel a strong personal attachment to [my organisation]",2270,"H07",FALSE
"b52","Employment status","Temporary/agency worker",0.42,"B52","I feel a strong personal attachment to [my organisation]",2435,"H07",FALSE
"b52","Employment status","Contractor/freelancer",0.48,"B52","I feel a strong personal attachment to [my organisation]",1167,"H07",FALSE
"b52","Employment status","Secondee from outside CS",0.45,"B52","I feel a strong personal attachment to [my organisation]",1185,"H07",FALSE
"b52","Occupation of main role - major groups","Operations",0.42,"B52","I feel a strong personal attachment to [my organisation]",158154,"H08",FALSE
"b52","Occupation of main role - major groups","Corporate Services",0.48,"B52","I feel a strong personal attachment to [my organisation]",47213,"H08",FALSE
"b52","Occupation of main role - major groups","Policy",0.5,"B52","I feel a strong personal attachment to [my organisation]",17102,"H08",FALSE
"b52","Occupation of main role - major groups","Specialist services",0.45,"B52","I feel a strong personal attachment to [my organisation]",27836,"H08",FALSE
"b52","Occupation of main role - major groups","Other",0.41,"B52","I feel a strong personal attachment to [my organisation]",14756,"H08",FALSE
"b52","Development scheme","Not on a development scheme",0.43,"B52","I feel a strong personal attachment to [my organisation]",255315,"H09",FALSE
"b52","Development scheme","Civil Service Fast Stream schemes",0.52,"B52","I feel a strong personal attachment to [my organisation]",2285,"H09",FALSE
"b52","Development scheme","Other development scheme",0.55,"B52","I feel a strong personal attachment to [my organisation]",5666,"H09",FALSE
"b52","Sex","Male",0.45,"B52","I feel a strong personal attachment to [my organisation]",113109,"J01",FALSE
"b52","Sex","Female",0.46,"B52","I feel a strong personal attachment to [my organisation]",125295,"J01",FALSE
"b52","Age","Aged 16-34",0.43,"B52","I feel a strong personal attachment to [my organisation]",52923,"J02",FALSE
"b52","Age","Aged 35-44",0.47,"B52","I feel a strong personal attachment to [my organisation]",60476,"J02",FALSE
"b52","Age","Aged 45-54",0.47,"B52","I feel a strong personal attachment to [my organisation]",79941,"J02",FALSE
"b52","Age","Aged 55+",0.46,"B52","I feel a strong personal attachment to [my organisation]",40346,"J02",FALSE
"b52","Ethnicity - binary","White",0.45,"B52","I feel a strong personal attachment to [my organisation]",216883,"J03",FALSE
"b52","Ethnicity - binary","BME",0.54,"B52","I feel a strong personal attachment to [my organisation]",22776,"J03",FALSE
"b52","Ethnicity - major group","White",0.45,"B52","I feel a strong personal attachment to [my organisation]",216883,"J03",FALSE
"b52","Ethnicity - major group","Mixed",0.48,"B52","I feel a strong personal attachment to [my organisation]",3319,"J03",FALSE
"b52","Ethnicity - major group","Asian",0.56,"B52","I feel a strong personal attachment to [my organisation]",11620,"J03",FALSE
"b52","Ethnicity - major group","Black",0.52,"B52","I feel a strong personal attachment to [my organisation]",6511,"J03",FALSE
"b52","Ethnicity - major group","Other ethnic group",0.62,"B52","I feel a strong personal attachment to [my organisation]",1326,"J03",FALSE
"b52","Long-term health","No long-term limiting illness or condition",0.46,"B52","I feel a strong personal attachment to [my organisation]",227203,"J04",FALSE
"b52","Long-term health","Long-term limiting illness or condition",0.38,"B52","I feel a strong personal attachment to [my organisation]",20700,"J04",FALSE
"b52","Caring status","Not a carer",0.45,"B52","I feel a strong personal attachment to [my organisation]",194596,"J05",FALSE
"b52","Caring status","Carer for others",0.45,"B52","I feel a strong personal attachment to [my organisation]",56905,"J05",FALSE
"b52","Childcare status","No childcare responsibilities",0.43,"B52","I feel a strong personal attachment to [my organisation]",165273,"J06",FALSE
"b52","Childcare status","Has childcare responsibilities",0.47,"B52","I feel a strong personal attachment to [my organisation]",85962,"J06",FALSE
"b52","Sexual identity","Heterosexual/straight",0.46,"B52","I feel a strong personal attachment to [my organisation]",223402,"J07",FALSE
"b52","Sexual identity","Gay, lesbian or bisexual",0.44,"B52","I feel a strong personal attachment to [my organisation]",7524,"J07",FALSE
"b52","Sexual identity","Other",0.37,"B52","I feel a strong personal attachment to [my organisation]",1541,"J07",FALSE
"b52","Religious identity","No religion",0.41,"B52","I feel a strong personal attachment to [my organisation]",84120,"J08",FALSE
"b52","Religious identity","Christian",0.48,"B52","I feel a strong personal attachment to [my organisation]",131231,"J08",FALSE
"b52","Religious identity","Buddhist",0.45,"B52","I feel a strong personal attachment to [my organisation]",1389,"J08",FALSE
"b52","Religious identity","Hindu",0.57,"B52","I feel a strong personal attachment to [my organisation]",3539,"J08",FALSE
"b52","Religious identity","Jewish",0.45,"B52","I feel a strong personal attachment to [my organisation]",815,"J08",FALSE
"b52","Religious identity","Muslim",0.61,"B52","I feel a strong personal attachment to [my organisation]",5725,"J08",FALSE
"b52","Religious identity","Sikh",0.49,"B52","I feel a strong personal attachment to [my organisation]",1433,"J08",FALSE
"b52","Religious identity","Any other religion",0.39,"B52","I feel a strong personal attachment to [my organisation]",4221,"J08",FALSE
"b53","Grade","AO/AA",0.38,"B53","[My organisation] inspires me to do the best in my job",77720,"",FALSE
"b53","Grade","EO",0.36,"B53","[My organisation] inspires me to do the best in my job",72857,"",FALSE
"b53","Grade","SEO/HEO",0.38,"B53","[My organisation] inspires me to do the best in my job",68329,"",FALSE
"b53","Grade","G6/G7",0.44,"B53","[My organisation] inspires me to do the best in my job",27956,"",FALSE
"b53","Grade","SCS",0.65,"B53","[My organisation] inspires me to do the best in my job",4193,"",FALSE
